episode,r,l
3999,375.22840528901855,601.0
4000,177.98258917546016,288.0
4001,578.8021147289396,1001.0
4002,513.5016328984387,949.0
4003,406.2761775354887,1001.0
4004,587.5688962861377,1001.0
4005,233.446343786922,376.0
4006,319.83274674433704,601.0
4007,494.263154449873,1001.0
4008,617.4382051189957,1001.0
4009,455.7110662512183,835.0
4010,603.8921656773304,1001.0
4011,423.7612592080318,793.0
4012,539.023752923968,1001.0
4013,389.44856173270085,805.0
4014,418.85596952299727,852.0
4015,521.4761790557893,851.0
4016,433.7289275842682,959.0
4017,524.3970850358204,907.0
4018,586.4032579579022,1001.0
4019,446.21889174027774,818.0
4020,504.90701787546703,1001.0
4021,338.14446836925896,648.0
4022,501.6322002313804,923.0
4023,419.49035704658326,719.0
4024,227.71758371860426,529.0
4025,452.9840288692637,1001.0
4026,263.12890731164396,428.0
4027,633.501633705271,1001.0
4028,494.3917531487757,908.0
4029,440.9313297038131,1001.0
4030,548.3889696972669,902.0
4031,430.6723949905293,1001.0
4032,394.7478256130388,672.0
4033,497.11370138773145,948.0
4034,485.15894666136035,961.0
4035,532.9110792699599,1001.0
4036,313.73721789988963,572.0
4037,413.6964197850844,747.0
4038,164.03195769696165,272.0
4039,369.0224483186729,664.0
4040,472.89539287128036,1001.0
4041,312.7829709722139,598.0
4042,582.6220126637571,960.0
4043,571.7278138185353,1001.0
4044,418.12369210228036,798.0
4045,566.7570528291878,1001.0
4046,512.7960408884754,1001.0
4047,538.6535792918295,1001.0
4048,449.54026702408083,872.0
4049,516.4089245231381,1001.0
4050,487.1184940690791,1001.0
4051,486.47580513094897,948.0
4052,597.5199286093163,1001.0
4053,333.61455234829907,598.0
4054,518.0400251833893,1001.0
4055,560.0746063160012,973.0
4056,404.063787814431,828.0
4057,341.76558603562756,556.0
4058,397.09112338440923,641.0
4059,537.3217374053653,1001.0
4060,461.05423063025444,888.0
4061,400.0543478413954,699.0
4062,340.33277038449535,673.0
4063,508.72541644238805,964.0
4064,479.5504517117087,915.0
4065,532.3631935952536,906.0
4066,456.58429434597207,841.0
4067,368.2087603072734,649.0
4068,479.86910092539114,759.0
4069,551.577646159939,1001.0
4070,338.7691272254433,705.0
4071,369.18200186220616,699.0
4072,471.22793158501935,858.0
4073,547.5039103003645,1001.0
4074,489.22368624268677,944.0
4075,539.9850727312074,1001.0
4076,574.4531756248152,1001.0
4077,346.60005265158907,578.0
4078,630.6029877023021,1001.0
4079,460.05149880437534,809.0
4080,563.7900371040662,1001.0
4081,481.27583773756385,965.0
4082,578.2385126017109,1001.0
4083,432.3551999679652,749.0
4084,391.5798909612583,752.0
4085,413.9705786603155,791.0
4086,463.79669740377005,974.0
4087,493.3480112263405,855.0
4088,418.55091204800857,1001.0
4089,498.43360797973907,1001.0
4090,495.6869919198987,839.0
4091,487.85641991597487,820.0
4092,427.9780286319495,851.0
4093,498.9386914576191,915.0
4094,534.8742094361122,958.0
4095,435.4854593557518,1001.0
4096,355.8174786734733,634.0
4097,458.30076343124676,1001.0
4098,377.5860304824023,733.0
4099,419.4830303880176,795.0
4100,275.5671793394727,462.0
4101,450.2231227555088,1001.0
4102,552.8748082848446,953.0
4103,413.22335738513146,749.0
4104,403.0285130398376,770.0
4105,236.865295900186,385.0
4106,474.8730093386422,1001.0
4107,559.7819006336281,1001.0
4108,516.7057443323979,856.0
4109,342.28444929414366,613.0
4110,420.60220951522814,681.0
4111,422.77802460205845,710.0
4112,434.587602758344,849.0
4113,448.87093469609,801.0
4114,488.65341108786856,903.0
4115,525.5529122923356,1001.0
4116,272.4489470987308,451.0
4117,489.2006986401828,1001.0
4118,366.8564550920277,778.0
4119,473.1646418960014,779.0
4120,364.9708528722091,713.0
4121,494.41361615722553,931.0
4122,416.90428606284115,816.0
4123,476.4155490670076,957.0
4124,378.41246036749703,729.0
4125,469.6607534116403,926.0
4126,359.3799829043932,624.0
4127,377.2079641634771,769.0
4128,510.61383825670134,863.0
4129,334.75460646306647,594.0
4130,292.4419584731861,492.0
4131,335.42745200351146,513.0
4132,555.7437177343236,1001.0
4133,338.32872390664846,535.0
4134,422.14992419946884,921.0
4135,493.7386757835944,931.0
4136,456.76166509004884,1001.0
4137,418.4457521365565,882.0
4138,517.3642702134274,983.0
4139,505.8699824133044,1001.0
4140,454.7107378744661,799.0
4141,393.8927827853823,953.0
4142,296.52547876756427,456.0
4143,368.58684018871674,787.0
4144,428.10113618671954,862.0
4145,417.9900157038674,882.0
4146,560.9358308496729,1001.0
4147,379.0707609880126,661.0
4148,563.106887119079,1001.0
4149,442.63842422016404,913.0
4150,562.1467760782538,1001.0
4151,633.7222778492468,1001.0
4152,256.9128462754741,392.0
4153,218.11711637669575,373.0
4154,472.0576723025659,1001.0
4155,333.0892259375359,687.0
4156,413.2703446243377,829.0
4157,310.11863284015544,537.0
4158,353.4703384774804,571.0
4159,291.0658676407798,439.0
4160,282.7045211367748,548.0
4161,575.7127474717015,1001.0
4162,436.09045184923343,772.0
4163,424.9796702770491,736.0
4164,405.29292600629446,724.0
4165,422.70063837506393,708.0
4166,497.3094989460862,881.0
4167,339.72315757802323,591.0
4168,229.93575928652103,410.0
4169,569.2740217070454,1001.0
4170,179.34383370701863,275.0
4171,312.5598695943693,524.0
4172,297.6703882900664,449.0
4173,470.9734232913314,947.0
4174,255.34240023199453,436.0
4175,580.1183687462418,1001.0
4176,262.90304274958487,421.0
4177,472.479695254072,882.0
4178,503.6341016354804,1001.0
4179,497.79488022935965,861.0
4180,359.68731255676545,826.0
4181,440.76089653441784,780.0
4182,267.4344422766436,405.0
4183,312.7140422766459,543.0
4184,269.345212760851,412.0
4185,346.88144487126806,587.0
4186,396.69801282448134,636.0
4187,481.27994972423704,843.0
4188,374.8762016655844,627.0
4189,383.9892646013472,693.0
4190,304.3240394816873,468.0
4191,361.08679227838024,565.0
4192,313.3165629511155,587.0
4193,477.02858528808446,1001.0
4194,499.31692136716913,890.0
4195,403.71228489627634,635.0
4196,441.07389129555804,753.0
4197,432.35274801553584,785.0
4198,279.9954506377782,418.0
4199,537.7321030459675,1001.0
4200,321.92800580850815,585.0
4201,561.1044303514683,1001.0
4202,587.4382920285871,1001.0
4203,234.997917412429,425.0
4204,345.1671770716525,566.0
4205,416.3020603726099,749.0
4206,513.1781918857849,950.0
4207,478.8874191599722,806.0
4208,368.96798408881824,712.0
4209,249.9332345558624,393.0
4210,548.439621971223,1001.0
4211,391.25586130257074,755.0
4212,340.31205786013845,698.0
4213,423.2319376279934,749.0
4214,438.1022904719012,790.0
4215,365.50111228150473,603.0
4216,340.73173403533815,548.0
4217,561.4758577000459,984.0
4218,220.9664287803465,402.0
4219,390.60814727709766,765.0
4220,475.5134261211768,747.0
4221,560.094721189548,993.0
4222,254.59353907448516,478.0
4223,547.5403396619103,1001.0
4224,349.6988850348791,780.0
4225,553.550870756419,1001.0
4226,244.79091094223767,383.0
4227,359.80652244230777,590.0
4228,227.56070654625734,386.0
4229,328.4460732659372,632.0
4230,288.22824440953974,482.0
4231,359.01267456201566,633.0
4232,169.9674567544272,279.0
4233,405.616730075878,808.0
4234,575.604002044476,1001.0
4235,284.4330455102134,539.0
4236,454.35146766640355,920.0
4237,391.40733275431313,649.0
4238,516.5108670431267,880.0
4239,598.7915833638011,1001.0
4240,184.6818412276107,283.0
4241,371.23425923687745,698.0
4242,278.0214178266554,461.0
4243,566.6998172548336,1001.0
4244,537.116772004941,1001.0
4245,195.77587017697888,378.0
4246,441.68981402941637,795.0
4247,184.2009671061547,300.0
4248,301.1674164504036,512.0
4249,169.0777274715289,256.0
4250,540.5692849868104,1001.0
4251,285.704534765471,446.0
4252,381.3048728154207,636.0
4253,216.03130503171172,330.0
4254,466.4616056187445,700.0
4255,263.13306066273907,386.0
4256,247.48973997445214,389.0
4257,214.95540227853232,336.0
4258,364.51659725512394,628.0
4259,382.18448547845895,861.0
4260,546.8563455709161,852.0
4261,423.9117128145494,757.0
4262,303.10310041707965,599.0
4263,365.5951873512248,585.0
4264,304.28156669504006,629.0
4265,223.4469750416318,335.0
4266,265.2824779790838,425.0
4267,455.95102182195564,941.0
4268,441.94194804326264,732.0
4269,337.11233898962854,699.0
4270,478.99995024354246,783.0
4271,577.9903658085817,1001.0
4272,230.75110074067155,416.0
4273,227.2225499638919,347.0
4274,523.8299506648874,1001.0
4275,355.72271018527414,736.0
4276,291.50005611522107,511.0
4277,513.7364341650208,1001.0
4278,262.16747610917804,474.0
4279,250.8415734898625,420.0
4280,283.7385718508966,554.0
4281,232.0847218344648,476.0
4282,218.70190536893398,358.0
4283,337.28074217952513,515.0
4284,403.85031558787904,800.0
4285,427.7813479206464,872.0
4286,538.00025184121,867.0
4287,385.19105458301294,620.0
4288,272.45257795126287,562.0
4289,177.87587649853378,345.0
4290,484.840813018402,915.0
4291,433.79322359022837,690.0
4292,281.83622681214837,434.0
4293,218.98446195847202,385.0
4294,475.6042810416409,1001.0
4295,212.11210255597297,368.0
4296,520.542634591689,956.0
4297,395.49758992680046,708.0
4298,362.0209054920508,731.0
4299,245.60293027839342,393.0
4300,491.3958343892181,1001.0
4301,374.2358592411022,630.0
4302,385.44973392722244,635.0
4303,311.62747314489684,614.0
4304,220.8462981470925,383.0
4305,230.0445958677735,435.0
4306,270.20512436313106,504.0
4307,367.6108031252838,670.0
4308,194.64023704701646,291.0
4309,327.32833757774125,613.0
4310,517.1321325881697,1001.0
4311,472.9874218109876,1001.0
4312,539.2211788064731,1001.0
4313,494.8674051557534,994.0
4314,224.43551164062762,421.0
4315,350.082872950284,621.0
4316,538.3776705670521,1001.0
4317,250.73727879574702,430.0
4318,409.9552387320832,757.0
4319,272.9544553254708,505.0
4320,330.6491735241045,683.0
4321,441.7554775435518,1001.0
4322,414.4247220127917,795.0
4323,421.39131528004543,962.0
4324,374.70018809185063,836.0
4325,540.7713267756039,1001.0
4326,246.69969101518055,375.0
4327,434.8504000382456,1001.0
4328,267.4191636269437,562.0
4329,336.62236914484845,646.0
4330,332.70481452457204,635.0
4331,222.1030957019018,458.0
4332,582.6235682004692,1001.0
4333,534.7766332061074,985.0
4334,535.9950208460904,1001.0
4335,296.2266046037378,497.0
4336,446.7294938001527,1001.0
4337,286.1729318748138,447.0
4338,367.95961090749057,770.0
4339,347.4804072903787,548.0
4340,328.0261878242214,554.0
4341,384.0513342761402,680.0
4342,187.1302072151294,331.0
4343,544.8275703017789,1001.0
4344,357.93170105157844,630.0
4345,568.6654110544237,1001.0
4346,257.9804795322201,424.0
4347,523.5303754679337,1001.0
4348,588.7445255494667,1001.0
4349,318.8220288266894,644.0
4350,355.15169789475516,572.0
4351,274.6061885408418,560.0
4352,250.5525254998456,465.0
4353,637.2701709752678,1001.0
4354,301.3572098806148,483.0
4355,235.8766415253684,364.0
4356,553.9432167585518,1001.0
4357,483.11821454002734,1001.0
4358,215.47257413774727,399.0
4359,488.0518670587636,1001.0
4360,611.2004101663327,982.0
4361,188.826531787336,302.0
4362,377.11266958655443,760.0
4363,421.0663378780082,786.0
4364,482.78071631364435,1001.0
4365,308.8848152398412,480.0
4366,550.490036723332,1001.0
4367,442.2969187514812,1001.0
4368,605.8412177654197,1001.0
4369,522.0617677805377,924.0
4370,459.90673934748935,918.0
4371,344.104431367637,589.0
4372,438.1310436326416,710.0
4373,472.6159873031616,1001.0
4374,474.9331042312912,1001.0
4375,185.85815949360477,348.0
4376,324.6042886535093,485.0
4377,525.8843863073558,1001.0
4378,586.3161650325453,1001.0
4379,472.9196492156834,1001.0
4380,577.3484432989501,1001.0
4381,425.37192297948695,881.0
4382,325.3396525093031,542.0
4383,284.714699667664,555.0
4384,514.9846675902747,1001.0
4385,419.7416217424982,1001.0
4386,324.61944362584114,637.0
4387,198.72784488855706,338.0
4388,260.81082731760443,450.0
4389,607.2862531448671,1001.0
4390,484.75329037132155,1001.0
4391,268.31297912726507,466.0
4392,372.0707565282422,727.0
4393,585.1471226553514,1001.0
4394,383.78412907642536,659.0
4395,300.323762413173,579.0
4396,194.23727368535987,323.0
4397,607.4620869365177,973.0
4398,404.30207861509024,910.0
4399,606.7810748868642,1001.0
4400,393.5479504248164,779.0
4401,292.0232309779085,517.0
4402,303.2181654936363,469.0
4403,517.5048555776765,1001.0
4404,426.01985449113715,836.0
4405,508.89708206194734,1001.0
4406,304.4834267528095,541.0
4407,625.4837650181561,1001.0
4408,644.8044379701278,1001.0
4409,475.13073070699204,746.0
4410,332.83959216769426,778.0
4411,171.40809625613724,391.0
4412,548.8300663780432,1001.0
4413,519.958906314421,1001.0
4414,545.9271578235199,1001.0
4415,425.77512713881396,742.0
4416,442.91826702687916,756.0
4417,287.31185807628856,578.0
4418,567.5087107800842,1001.0
4419,249.42881910982703,438.0
4420,429.36444388107805,671.0
4421,514.457411201008,920.0
4422,476.7903715375609,824.0
4423,540.2641993912114,1001.0
4424,549.2590387532176,1001.0
4425,312.35960092604296,547.0
4426,253.75914348616308,481.0
4427,490.2792842671566,1001.0
4428,423.9471868457732,726.0
4429,462.5550916476271,1001.0
4430,553.255806816889,1001.0
4431,527.9893796941782,977.0
4432,418.46549017208076,819.0
4433,518.7382578286528,1001.0
4434,506.98738029792725,1001.0
4435,541.9409701217984,1001.0
4436,595.6005905950477,1001.0
4437,328.2708364498847,578.0
4438,464.5492652240086,917.0
4439,487.6490368722271,1001.0
4440,594.4838061692085,988.0
4441,401.55185725096896,662.0
4442,354.1823496162271,642.0
4443,596.4980586033487,1001.0
4444,520.9888050631156,848.0
4445,443.5509254928117,755.0
4446,282.7427674547289,446.0
4447,624.0029281773029,1001.0
4448,598.5233102596892,1001.0
4449,594.8132121152423,1001.0
4450,587.6135021568883,1001.0
4451,541.6227595135791,1001.0
4452,517.4147486102321,904.0
4453,564.2148346480403,952.0
4454,277.43714279373916,560.0
4455,510.3635403419172,876.0
4456,548.5514249731231,1001.0
4457,507.3457775998211,1001.0
4458,519.4081032342074,939.0
4459,618.7886526687719,1001.0
4460,619.8600010742291,1001.0
4461,291.43220721333097,536.0
4462,320.84991287650774,650.0
4463,519.484166268498,945.0
4464,443.8204321159418,800.0
4465,230.8642716220187,362.0
4466,276.54794647109986,512.0
4467,619.7172891701282,1001.0
4468,452.29278582790874,980.0
4469,314.1936942640903,597.0
4470,374.44005950604674,620.0
4471,580.6013908645996,1001.0
4472,533.4996203140383,849.0
4473,480.81631411713414,847.0
4474,489.2693796140665,883.0
4475,452.80668507567225,900.0
4476,560.9792367233789,1001.0
4477,623.577193354573,1001.0
4478,572.6149934841877,891.0
4479,199.78420693007925,357.0
4480,605.5472446122368,1001.0
4481,538.1071617253991,1001.0
4482,530.0321334442416,1001.0
4483,517.5768151867114,930.0
4484,228.374353969037,447.0
4485,546.0990635102036,1001.0
4486,616.8522453446474,1001.0
4487,499.81600128530295,1001.0
4488,384.2852955890059,651.0
4489,537.922819480034,1001.0
4490,595.7347958181934,1001.0
4491,577.1387501152373,1001.0
4492,571.2019264241075,1001.0
4493,684.2712463829656,1001.0
4494,616.7265726555419,1001.0
4495,327.0420035849265,482.0
4496,658.992920310001,1001.0
4497,590.0876097101486,1001.0
4498,276.75879216643347,503.0
4499,602.0810638232443,1001.0
4500,511.63727995856425,1001.0
4501,524.9421866364704,1001.0
4502,283.3827587337144,457.0
4503,384.7416474975467,711.0
4504,261.6236500276661,437.0
4505,571.0302672929361,1001.0
4506,649.069153891705,1001.0
4507,586.5111558798461,1001.0
4508,241.77739288724754,380.0
4509,668.8170838577947,1001.0
4510,495.5450665881509,906.0
4511,531.3032208844775,1001.0
4512,272.89498708022785,495.0
4513,259.76553186653945,544.0
4514,598.3852091413322,1001.0
4515,533.0183441395416,967.0
4516,577.8199738783603,1001.0
4517,189.29207677585555,370.0
4518,618.7254486608184,1001.0
4519,434.5898837667652,744.0
4520,200.61939332489197,331.0
4521,314.5193101558699,534.0
4522,581.530488762882,959.0
4523,441.3071724538014,929.0
4524,261.4791528238834,442.0
4525,268.9595878249849,521.0
4526,630.7535473720579,1001.0
4527,565.4859100198825,1001.0
4528,483.712173326387,820.0
4529,214.2681311404477,395.0
4530,586.0651327297752,1001.0
4531,634.3444061985487,1001.0
4532,603.5195901957239,1001.0
4533,297.41684906387735,593.0
4534,540.3902806972728,832.0
4535,395.4387388935763,695.0
4536,290.86801062120713,435.0
4537,451.84116348511253,842.0
4538,608.7281408297333,1001.0
4539,482.81099960991054,860.0
4540,420.9040091018362,711.0
4541,288.65781386837233,507.0
4542,460.8775551636195,843.0
4543,529.5511498417864,1001.0
4544,418.0117307657007,639.0
4545,278.4662667917358,424.0
4546,570.9992948144077,1001.0
4547,245.1723816862413,354.0
4548,311.395522574543,516.0
4549,322.46866446803773,500.0
4550,460.31703330042785,966.0
4551,657.6003344097217,1001.0
4552,558.4038417129606,865.0
4553,516.0831338775499,1001.0
4554,375.2620145637031,708.0
4555,291.44164232483763,631.0
4556,289.28963366974824,493.0
4557,493.7681654999692,952.0
4558,504.27610706802795,845.0
4559,622.2153184310997,1001.0
4560,541.4840978075428,1001.0
4561,581.528420942195,1001.0
4562,215.44181807861423,542.0
4563,482.3857581154134,857.0
4564,565.7768086352997,1001.0
4565,491.4231872038955,903.0
4566,484.8689865419394,957.0
4567,264.22982400430095,583.0
4568,346.6981504681632,624.0
4569,292.42001040259584,451.0
4570,523.7206154505963,1001.0
4571,472.82321081727076,971.0
4572,476.45917981954267,952.0
4573,521.4334377252463,1001.0
4574,415.1868070500711,761.0
4575,486.6175029132242,838.0
4576,508.43827215832044,1001.0
4577,555.4551983576501,1001.0
4578,578.314386989484,1001.0
4579,541.6428369928756,1001.0
4580,644.4525607436518,1001.0
4581,357.77044719176087,700.0
4582,543.1121819316724,1001.0
4583,332.5786684614557,522.0
4584,410.13679384783296,792.0
4585,573.5667904134825,1001.0
4586,611.3356935089292,1001.0
4587,312.6684186480285,518.0
4588,312.736742508766,571.0
4589,424.0309799233453,1001.0
4590,218.8154205127454,343.0
4591,602.9517331771385,1001.0
4592,547.9371238666561,1001.0
4593,438.1392041641281,844.0
4594,546.1365152462344,1001.0
4595,538.8152995962676,1001.0
4596,295.68399319474827,434.0
4597,556.3781890064591,1001.0
4598,532.197180518188,845.0
4599,593.0026408014656,1001.0
4600,581.6016268110321,1001.0
4601,558.1023229157381,1001.0
4602,544.9234603763202,1001.0
4603,549.8954875600681,1001.0
4604,622.185503069803,1001.0
4605,461.2373432732204,846.0
4606,262.9342078501252,424.0
4607,474.1736954231311,709.0
4608,221.63038914978182,381.0
4609,400.2652686993125,600.0
4610,592.7972261267025,998.0
4611,567.8749782439291,1001.0
4612,584.8147816720667,999.0
4613,404.1562071171575,600.0
4614,471.0012904357355,866.0
4615,423.1270211873168,662.0
4616,411.6181020474995,807.0
4617,519.2317348024213,913.0
4618,556.2492711764279,920.0
4619,334.53847777064016,576.0
4620,476.74656612398275,733.0
4621,509.0304034844951,1001.0
4622,532.5626460605234,901.0
4623,591.097416178143,1001.0
4624,623.9612015245455,977.0
4625,631.8101345116457,1001.0
4626,334.8772840177258,677.0
4627,439.8427614949584,781.0
4628,626.248200970562,1001.0
4629,315.32570695830356,503.0
4630,478.6304784829956,1001.0
4631,615.1030903609545,1001.0
4632,372.898829256718,614.0
4633,504.16654497007556,929.0
4634,460.71296646547444,876.0
4635,598.5677092765507,1001.0
4636,595.3102696596638,1001.0
4637,500.19661130262085,950.0
4638,592.3279238501814,1001.0
4639,286.58583835018584,568.0
4640,494.78819842723516,1001.0
4641,447.27152786281056,849.0
4642,529.7359340347383,875.0
4643,628.611223523089,1001.0
4644,563.6632779498411,789.0
4645,332.8954234425832,599.0
4646,468.6369986789772,892.0
4647,515.5775590845593,1001.0
4648,350.2071510293988,546.0
4649,548.6918747753313,1001.0
4650,510.29887759441226,1001.0
4651,525.1208142693984,860.0
4652,440.6194928809061,762.0
4653,308.6128663719545,602.0
4654,583.7967138029276,1001.0
4655,372.98525727458554,592.0
4656,568.3345967525436,1001.0
4657,475.7553319479178,1001.0
4658,621.8636921462464,1001.0
4659,619.1514712328881,1000.0
4660,470.7905972683206,1001.0
4661,500.65489611200724,892.0
4662,599.9087380517782,1001.0
4663,572.2576247056966,1001.0
4664,616.5921122526563,1001.0
4665,289.36623693518396,502.0
4666,486.4858249136382,1001.0
4667,397.7727462635291,1001.0
4668,512.5044005654748,1001.0
4669,542.9930668060402,1001.0
4670,594.8136219512589,889.0
4671,551.2541682305132,1001.0
4672,564.2782681790669,978.0
4673,336.7542257518162,626.0
4674,448.83408542499984,807.0
4675,375.7050662111054,576.0
4676,597.1742032327298,1001.0
4677,554.4095654288762,1001.0
4678,551.0409932085965,1001.0
4679,290.2004408387765,399.0
4680,341.2390679880232,636.0
4681,618.0365133067896,1001.0
4682,565.0413935748979,1001.0
4683,297.4516857584942,441.0
4684,589.7052590707312,1001.0
4685,476.585123772122,1001.0
4686,670.005892431138,1001.0
4687,268.9741564682788,381.0
4688,488.89821185860654,833.0
4689,384.1333131198847,735.0
4690,286.9213228375423,439.0
4691,642.081117679839,1001.0
4692,661.7431674122078,1001.0
4693,209.9838027278436,321.0
4694,449.6999918339486,755.0
4695,207.9152455800842,318.0
4696,392.0772331343512,586.0
4697,649.487528324607,1001.0
4698,382.31275876261793,588.0
4699,381.16895549744595,555.0
4700,238.97549052791618,365.0
4701,217.00731125345908,354.0
4702,591.3201170459018,1001.0
4703,327.5616537947983,522.0
4704,339.81472552361504,551.0
4705,204.29425309823887,294.0
4706,521.4639599464923,980.0
4707,560.5926162714773,1001.0
4708,447.558699501333,672.0
4709,292.32251503160836,412.0
4710,311.239022827742,467.0
4711,295.11006159931094,440.0
4712,388.625408288582,734.0
4713,586.9717412290242,1001.0
4714,261.0670092729598,392.0
4715,537.0418901546734,1001.0
4716,204.42883573092465,312.0
4717,527.6736282105297,958.0
4718,477.10952635571414,797.0
4719,266.2803437451605,379.0
4720,491.62785789204435,753.0
4721,438.27908170853215,681.0
4722,234.10234161855686,342.0
4723,250.24658669739273,389.0
4724,315.09703413747195,431.0
4725,285.41227534639387,417.0
4726,368.6909199492501,564.0
4727,600.6699692300355,958.0
4728,294.4718374835055,470.0
4729,529.1473342839665,819.0
4730,240.97561389558427,364.0
4731,514.2567438733365,893.0
4732,480.43676571451465,717.0
4733,318.36810815049716,498.0
4734,407.73253679985316,550.0
4735,394.5182276467917,636.0
4736,514.9319647693108,772.0
4737,214.6188925841188,333.0
4738,271.49068572661855,434.0
4739,518.1670847154764,1001.0
4740,412.7486025092588,566.0
4741,487.1759874064636,708.0
4742,424.2652080934209,617.0
4743,615.6275343121591,1001.0
4744,282.81674427797145,412.0
4745,217.81968236696528,341.0
4746,503.56711483736655,1001.0
4747,224.72539690756372,346.0
4748,216.93191953741575,312.0
4749,297.5268814033697,444.0
4750,498.80083383677277,766.0
4751,400.77611120721406,563.0
4752,310.86286005663044,439.0
4753,583.0662401733867,994.0
4754,659.534657751349,1001.0
4755,241.5656207342929,349.0
4756,311.63940832876517,438.0
4757,450.5047596775004,676.0
4758,388.0035981448135,617.0
4759,429.2721446171203,760.0
4760,479.2918191391307,1001.0
4761,384.025589706938,667.0
4762,591.3679271454591,995.0
4763,435.46591347645943,641.0
4764,475.9939107646341,825.0
4765,546.4167745726314,998.0
4766,648.8009892873938,1001.0
4767,483.7413963342532,1001.0
4768,553.8152748239073,1001.0
4769,387.55738754428097,646.0
4770,441.9879834733653,688.0
4771,283.22213654933324,452.0
4772,563.8344022405553,1001.0
4773,609.7387051799218,1001.0
4774,393.5279125732682,665.0
4775,401.01821867302056,619.0
4776,329.2148700827818,543.0
4777,583.0508789079362,1001.0
4778,545.7025102206342,813.0
4779,393.4640725777561,692.0
4780,533.8341233611718,1001.0
4781,440.6506252175642,847.0
4782,389.9906897533528,574.0
4783,335.87026649275685,481.0
4784,262.15361625560763,418.0
4785,603.0341434621337,1001.0
4786,334.33757145769863,488.0
4787,379.0784722960112,711.0
4788,605.0969490370447,883.0
4789,484.69680862938554,904.0
4790,545.4168145269257,1001.0
4791,544.3659870532515,1001.0
4792,501.6763260280919,787.0
4793,446.94247547573497,687.0
4794,434.9815667224959,715.0
4795,480.67278282687744,1001.0
4796,574.0773523856127,1001.0
4797,368.1606307134849,543.0
4798,584.0522656435181,1001.0
4799,219.79712153709366,327.0
4800,602.3699200606952,1001.0
4801,642.9988680883114,1001.0
4802,228.4596278922148,327.0
4803,486.6651864918728,764.0
4804,483.11405909148766,761.0
4805,530.5506097098422,1001.0
4806,502.53395475647335,1001.0
4807,597.7193164574605,1001.0
4808,628.7779652039887,1001.0
4809,590.2186338957858,1001.0
4810,340.73364746993724,484.0
4811,362.1510950743721,597.0
4812,377.34647059017067,596.0
4813,322.7051014638486,489.0
4814,620.5458725964746,1001.0
4815,529.9696848770229,846.0
4816,560.3763574790753,1001.0
4817,240.5267512124888,354.0
4818,386.0513973749928,607.0
4819,571.9147626519019,925.0
4820,554.8827855744585,1001.0
4821,391.42706427378357,536.0
4822,388.52726312265884,572.0
4823,370.93420337989744,578.0
4824,580.0411298869085,1001.0
4825,398.52614875732365,643.0
4826,528.2017425738543,1001.0
4827,495.41272961454047,689.0
4828,537.4031324077201,1001.0
4829,351.77065290867745,485.0
4830,446.8369537663577,652.0
4831,501.9450013862349,1001.0
4832,628.3738331312684,941.0
4833,594.5769689497907,955.0
4834,541.927378031919,1001.0
4835,436.19683151040954,834.0
4836,331.5806325201608,513.0
4837,567.8375752958955,1001.0
4838,322.16381503842285,487.0
4839,570.7961942598836,1001.0
4840,454.79677307987413,704.0
4841,694.4937345209329,1001.0
4842,377.47113135766045,575.0
4843,449.00651135307197,706.0
4844,473.2889063093849,1001.0
4845,275.1867393475734,428.0
4846,473.2447872744339,700.0
4847,577.2228914231163,1001.0
4848,414.9949543464253,653.0
4849,480.7070390941359,766.0
4850,519.9937383427897,954.0
4851,535.0422122900907,740.0
4852,584.7891748739569,1001.0
4853,326.05825152226754,537.0
4854,391.3284638566003,578.0
4855,465.21859580134685,676.0
4856,348.1635554547142,492.0
4857,608.2529221047004,1001.0
4858,503.8833523139618,698.0
4859,387.93715249232116,593.0
4860,569.9436053525164,876.0
4861,394.623365086569,705.0
4862,599.9553915063024,958.0
4863,661.496122720971,1001.0
4864,429.78598424691796,696.0
4865,619.0784853180257,1001.0
4866,407.82768472188866,829.0
4867,373.67172601261586,581.0
4868,648.187406899072,943.0
4869,495.144662742055,947.0
4870,606.0668982713462,1001.0
4871,239.8641045084881,356.0
4872,347.3145717629095,511.0
4873,457.6244466727644,859.0
4874,356.66593823184775,538.0
4875,515.9874337521918,848.0
4876,471.1861997050685,1001.0
4877,312.7577355879484,760.0
4878,246.5649361357675,372.0
4879,317.32299796119554,627.0
4880,445.58653193604584,704.0
4881,425.6248989896427,778.0
4882,587.1778769675592,1001.0
4883,504.34295007973776,818.0
4884,299.56886725114475,436.0
4885,444.18287059137776,963.0
4886,484.1418851028082,759.0
4887,564.3407729335433,1001.0
4888,680.0258256852928,1001.0
4889,321.05532588317743,480.0
4890,564.283240639534,942.0
4891,364.1726614226598,736.0
4892,324.01714811630154,461.0
4893,332.7870497440919,453.0
4894,479.8999666646247,671.0
4895,506.3405273530043,655.0
4896,579.2585164264163,1001.0
4897,336.13231017684393,668.0
4898,503.52653632733274,1001.0
4899,360.2324561492796,718.0
4900,528.9394345224666,776.0
4901,538.3327977937779,842.0
4902,384.9041353066814,567.0
4903,510.51163111815276,816.0
4904,670.7624564878904,1001.0
4905,480.2259599050654,740.0
4906,307.4011661889872,428.0
4907,459.14377412687503,817.0
4908,187.46527171932615,314.0
4909,325.30666572220355,480.0
4910,511.31054336681115,1001.0
4911,500.441780709976,1001.0
4912,328.97336316509154,516.0
4913,609.3639741055993,1001.0
4914,460.57500926412513,719.0
4915,365.44132768104265,559.0
